unique_id,code,desc,value,reason,workgroup,controllable,r_cat,r_dets,code_prm,code_sub
OP0020-2021-10-13-LHR-AUH,85B,Extraordinary check requested by airport/government authorities; Lack/Breakdown,12,Airport/Govt Authorities - Airport/Government security authorities,AptAuth,N,Airport/Govt Authorities,Airport/Government security authorities,85,B
OP0038-2021-10-13-CDG-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,4,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0018-2021-10-13-LHR-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,12,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0205-2021-10-13-BOM-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,3,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP2321-2021-10-13-AUH-DMM,49A,APU inoperative (notified in advance) engine start delays (use 41A for first ,6,Technical - APU inoperative (notified in advance) / engine start on stand,Technical,N,Technical,APU inoperative (notified in advance) / engine start on stand,49,A
OP0042-2021-10-14-DUB-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,13,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP2334-2021-10-14-JED-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,11,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0074-2021-10-15-ZRH-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,2,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0654-2021-10-15-CAI-AUH,87A,Terminal building limitations/congestion; (use 85/86 for Security/CIH delay); ,25,Airport/Govt Auth - Airport terminal infrastructure/congestion limitations,AptAuth,N,Airport/Govt Authorities,Airport terminal infrastructure/congestion limitations,87,A
OP0261-2021-10-15-MLE-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,19,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0012-2021-10-15-LHR-AUH,87A,Terminal building limitations/congestion; (use 85/86 for Security/CIH delay); ,32,Airport/Govt Auth - Airport terminal infrastructure/congestion limitations,AptAuth,N,Airport/Govt Authorities,Airport terminal infrastructure/congestion limitations,87,A
OP0274-2021-10-16-AUH-HYD,16D,Involuntary offloading of guest (incl. baggage) due medical reasons; on-board,15,Pax & Bag - Medical or personal offload / Medical assessment,Above Wing,N,Pax & Bag,Medical or personal offload / Medical assessment,16,D
OP0278-2021-10-16-AUH-MLE,16H,Slow settling of guests on board ,12,Pax & Bag - Guest settling on board,Above Wing,N,Pax & Bag,Guest settling on board,16,H
OP0242-2021-10-16-LHE-AUH,86B,Extraordinary checks of guests/aircraft by CIH causing delay in dis/embarkation,22,Airport/Govt Authorities - CIH authorities,AptAuth,N,Airport/Govt Authorities,CIH authorities,86,B
OP0245-2021-10-17-DAC-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,35,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0042-2021-10-17-DUB-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,10,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0147-2021-10-17-AUH-VIE,40A,Defects identified during transit; Application of MEL; Lack of manpower,7,Technical - Defects identified during transit (other than cabin/IFE items),Technical,N,Technical,Defects identified during transit (other than cabin/IFE items),40,A
OP0038-2021-10-19-CDG-AUH,87A,Terminal building limitations/congestion; (use 85/86 for Security/CIH delay); ,33,Airport/Govt Auth - Airport terminal infrastructure/congestion limitations,AptAuth,N,Airport/Govt Authorities,Airport terminal infrastructure/congestion limitations,87,A
OP0656-2021-10-19-CAI-AUH,35B,Extraordinary additional cleaning required (e.g. soiled seats); Late cleaning ,5,Aircraft & Ramp - Special aircraft cleaning requirements,Below Wing,N,Aircraft & Ramp,Special aircraft cleaning requirements,35,B
OP2552-2021-10-19-RUH-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,13,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0141-2021-10-19-AUH-YYZ,16D,Involuntary offloading of guest (incl. baggage) due medical reasons; on-board,26,Pax & Bag - Medical or personal offload / Medical assessment,Above Wing,N,Pax & Bag,Medical or personal offload / Medical assessment,16,D
OP0534-2021-10-20-BEY-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,2,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0218-2021-10-20-AUH-NCR,32A,Special/Bulky cargo difficult to load/unload/move (no pre-notification received,20,Aircraft & Ramp - Special/Bulky load handling,Below Wing,N,Aircraft & Ramp,Special/Bulky load handling,32,A
OP2318-2021-10-20-RUH-AUH,10C,Late guest acceptance from another delayed/cancelled/overbooked flight,43,Pax & Bag - Acceptance of guests after flight closure for abnormal ops,Above Wing,N,Pax & Bag,Acceptance of guests after flight closure for abnormal ops,10,C
OP0018-2021-10-20-LHR-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,25,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0280-2021-10-20-AUH-COK,85A,Baggage identification/offload due missing guest; Mandatory guest offload with,24,Airport/Govt Authorities - Mandatory security guests and baggage,Above Wing,Y,Airport/Govt Authorities,Mandatory security guests and baggage,85,A
OP0050-2021-10-20-BCN-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,12,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0090-2021-10-20-JTR-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,5,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0088-2021-10-20-MXP-AUH,16B,Passenger searching for missing property/document ,5,Pax & Bag - Guest convenience,Above Wing,N,Pax & Bag,Guest convenience,16,B
OP0654-2021-10-20-CAI-AUH,86B,Extraordinary checks of guests/aircraft by CIH causing delay in dis/embarkation,7,Airport/Govt Authorities - CIH authorities,AptAuth,N,Airport/Govt Authorities,CIH authorities,86,B
OP0011-2021-10-20-AUH-LHR,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,2,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0078-2021-10-20-AMS-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,16,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0051-2021-10-20-AUH-GVA,49A,APU inoperative (notified in advance) engine start delays (use 41A for first ,8,Technical - APU inoperative (notified in advance) / engine start on stand,Technical,N,Technical,APU inoperative (notified in advance) / engine start on stand,49,A
OP0082-2021-10-20-MXP-AUH,33A,empty,20,Aircraft & Ramp - Late or lack of loading equipment ,Below Wing,Y,Aircraft & Ramp,Late or lack of loading equipment,33,A
OP0656-2021-10-20-CAI-AUH,16H,Slow settling of guests on board ,10,Pax & Bag - Guest settling on board,Above Wing,N,Pax & Bag,Guest settling on board,16,H
OP0655-2021-10-20-AUH-CAI,91R,Flight hold awaiting guests (incl. baggage) from another late inbound Etihad fl,10,Reactionary - Awaiting guest and/or baggage from another late inbound Etihad flight,NOC,N,Reactionary,Awaiting guest and/or baggage from another late inbound Etihad flight,91,R
OP0012-2021-10-20-LHR-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,19,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0008-2021-10-21-FRA-AUH,81A,En-route ATC demand/Capacity constraints; En-route military exercise,7,Air Traffic Flow Management Restrictions - En-route ATC congestion,NOC,N,Air Traffic Flow Management Restrictions,route ATC congestion,81,A
OP0078-2021-10-21-AMS-AUH,86A,Insufficient travel doc of guests/INAD/deportee; Incoming guest checks; Guest ,20,"Airport/Govt Authorities - Customs, immigration, health guests and baggage",AptAuth,N,Airport/Govt Authorities,"Customs, immigration, health guests and baggage",86,A
OP0147-2021-10-21-VIE-MXP,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,7,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0610-2021-10-21-CMN-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,8,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0068-2021-10-21-DME-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,2,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0289-2021-10-21-AMD-AUH,86B,Extraordinary checks of guests/aircraft by CIH causing delay in dis/embarkation,8,Airport/Govt Authorities - CIH authorities,AptAuth,N,Airport/Govt Authorities,CIH authorities,86,B
OP0147-2021-10-21-MXP-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,24,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0012-2021-10-22-LHR-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,15,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0461-2021-10-23-MEL-AUH,32B,Late loaders; Lack of loading staff; Incorrect loading (e.g. not according to ,5,Aircraft & Ramp - Errors or late/lack of loading staff ,Below Wing,Y,Aircraft & Ramp,Errors or late/lack of loading staff,32,B
OP0205-2021-10-23-BOM-AUH,89A,Restriction due to curfew; Noise abatement; Political unrest; Industrial action,56,Airport/Govt Authorities - Restrictions at airport of departure,AptAuth,N,Airport/Govt Authorities,Restrictions at airport of departure,89,A
OP0147-2021-10-24-VIE-MXP,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,7,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0268-2021-10-24-AUH-MAA,55A,DCS / Load control system failure/slow response Local/Host network failure/slow,4,Localised Failure/Slow response of DCS / check-in system outage/latency,Others,N,Localised Failure/Slow response of DCS / check,in system outage/latency,55,A
OP0042-2021-10-24-DUB-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,27,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP2318-2021-10-25-RUH-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,17,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0012-2021-10-25-LHR-AUH,16J,Disabled/Wheelchair guest handling; slow disembarkation/embarkation (for late ,31,Pax & Bag - Special needs handling,Above Wing,N,Pax & Bag,Special needs handling,16,J
OP0096-2021-10-25-IST-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,8,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0235-2021-10-25-DAC-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,5,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP2317-2021-10-25-AUH-RUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,4,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0221-2021-10-25-AUH-KHI,09A,Built into base schedule (use 09B for changes initiated by NOC resulting in le,13,Other - Insufficient scheduled ground time due base schedule,Others,N,Other,Insufficient scheduled ground time due base schedule,09,A
OP0140-2021-10-25-YYZ-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,10,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0022-2021-10-25-MAN-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,1,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0867-2021-10-26-PVG-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,33,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0012-2021-10-26-LHR-AUH,16J,Disabled/Wheelchair guest handling; slow disembarkation/embarkation (for late ,20,Pax & Bag - Special needs handling,Above Wing,N,Pax & Bag,Special needs handling,16,J
OP0654-2021-10-26-CAI-AUH,32B,Late loaders; Lack of loading staff; Incorrect loading (e.g. not according to ,18,Aircraft & Ramp - Errors or late/lack of loading staff ,Below Wing,Y,Aircraft & Ramp,Errors or late/lack of loading staff,32,B
OP2552-2021-10-26-RUH-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,9,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0050-2021-10-27-BCN-AUH,22B,Late/Lack of manpower and/or servicing equipment in cargo warehouse,3,Cargo & Mail - Late/Lack of manpower and/or servicing equipment in cargo warehouse,Below Wing,N,Cargo & Mail,Late/Lack of manpower and/or servicing equipment in cargo warehouse,22,B
OP0205-2021-10-27-BOM-AUH,89A,Restriction due to curfew; Noise abatement; Political unrest; Industrial action,33,Airport/Govt Authorities - Restrictions at airport of departure,AptAuth,N,Airport/Govt Authorities,Restrictions at airport of departure,89,A
OP0078-2021-10-27-AMS-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,15,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0622-2021-10-27-AUH-SEZ,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,3,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0473-2021-10-27-SIN-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,15,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0216-2021-10-28-AUH-BLR,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,4,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0230-2021-10-28-AUH-DAC,18B,Late or incorrectly sorted transfer baggage; Lack of staff/equipment (use 91B ,19,Pax & Bag - Late or incorrectly sorted transfer baggage,Below Wing,Y,Pax & Bag,Late or incorrectly sorted transfer baggage,18,B
OP0233-2021-10-28-AUH-ISB,16H,Slow settling of guests on board ,13,Pax & Bag - Guest settling on board,Above Wing,N,Pax & Bag,Guest settling on board,16,H
OP2552-2021-10-28-RUH-AUH,09A,Built into base schedule (use 09B for changes initiated by NOC resulting in less,20,Other - Insufficient scheduled ground time due base schedule,Others,N,Other,Insufficient scheduled ground time due base schedule,09,A
OP0200-2021-10-28-AUH-KHI,16J,Disabled/Wheelchair guest handling; slow disembarkation/embarkation (for late ,4,Pax & Bag - Special needs handling,Above Wing,N,Pax & Bag,Special needs handling,16,J
OP0610-2021-10-28-CMN-AUH,85A,Baggage identification/offload due missing guest; Mandatory guest offload with,10,Airport/Govt Authorities - Mandatory security guests and baggage,Above Wing,Y,Airport/Govt Authorities,Mandatory security guests and baggage,85,A
OP0245-2021-10-29-DAC-AUH,86B,Extraordinary checks of guests/aircraft by CIH causing delay in dis/embarkation,50,Airport/Govt Authorities - CIH authorities,AptAuth,N,Airport/Govt Authorities,CIH authorities,86,B
OP0268-2021-10-29-AUH-MAA,55C,Airline DCS/Load control system user interface issues use 55A/55B for localised,13,Airline DCS/Load control system outage/malfunctions,Others,N,Airline DCS/Load control system outage/malfunctions,Airline DCS/Load control system outage/malfunctions,55,C
OP0461-2021-10-29-MEL-AUH,32B,Late loaders; Lack of loading staff; Incorrect loading (e.g. not according to ,10,Aircraft & Ramp - Errors or late/lack of loading staff ,Below Wing,Y,Aircraft & Ramp,Errors or late/lack of loading staff,32,B
OP0012-2021-10-29-LHR-AUH,77A,empty,23,Weather - Ground handling impaired by adverse weather,Weather,N,Weather,Ground handling impaired by adverse weather,77,A
OP2003-2021-10-30-FRA-AUH,86A,Insufficient travel doc of guests/INAD/deportee; Incoming guest checks; Guest ,12,"Airport/Govt Authorities - Customs, immigration, health guests and baggage",AptAuth,N,Airport/Govt Authorities,"Customs, immigration, health guests and baggage",86,A
OP0268-2021-10-30-AUH-MAA,18B,Late or incorrectly sorted transfer baggage; Lack of staff/equipment (use 91B ,4,Pax & Bag - Late or incorrectly sorted transfer baggage,Below Wing,Y,Pax & Bag,Late or incorrectly sorted transfer baggage,18,B
OP0232-2021-10-30-ISB-AUH,87A,Terminal building limitations/congestion; (use 85/86 for Security/CIH delay); ,7,Airport/Govt Auth - Airport terminal infrastructure/congestion limitations,AptAuth,N,Airport/Govt Authorities,Airport terminal infrastructure/congestion limitations,87,A
OP0273-2021-10-30-TRV-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,40,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0246-2021-10-30-AUH-COK,15D,Excess hand luggage retrieval during boarding ,5,Pax & Bag - Handluggage issues during boarding,Above Wing,Y,Pax & Bag,Handluggage issues during boarding,15,D
OP0269-2021-10-30-MAA-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,4,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0206-2021-10-30-AUH-BOM,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,1,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP2318-2021-10-30-RUH-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,7,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP2014-2021-10-30-AUH-FRA,18B,Late or incorrectly sorted transfer baggage; Lack of staff/equipment (use 91B ,16,Pax & Bag - Late or incorrectly sorted transfer baggage,Below Wing,Y,Pax & Bag,Late or incorrectly sorted transfer baggage,18,B
OP0201-2021-10-31-KHI-AUH,13A,Incurred at station; Incurred via other channels (use 92R when caused by previo,15,Pax & Bag - Check in error ,Above Wing,Y,Pax & Bag,Check in error,13,A
OP0022-2021-10-31-MAN-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,6,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0020-2021-10-31-LHR-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,14,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0246-2021-10-31-AUH-COK,16H,Slow settling of guests on board ,6,Pax & Bag - Guest settling on board,Above Wing,N,Pax & Bag,Guest settling on board,16,H
OP0006-2021-10-31-MUC-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,11,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0012-2021-10-01-LHR-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,2,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0008-2021-10-01-FRA-AUH,32A,Special/Bulky cargo difficult to load/unload/move (no pre-notification received,5,Aircraft & Ramp - Special/Bulky load handling,Below Wing,N,Aircraft & Ramp,Special/Bulky load handling,32,A
OP0008-2021-10-03-FRA-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,11,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0538-2021-10-05-BEY-AUH,32B,Late loaders; Lack of loading staff; Incorrect loading (e.g. not according to ,13,Aircraft & Ramp - Errors or late/lack of loading staff ,Below Wing,Y,Aircraft & Ramp,Errors or late/lack of loading staff,32,B
OP0242-2021-10-07-LHE-AUH,86B,Extraordinary checks of guests/aircraft by CIH causing delay in dis/embarkation,8,Airport/Govt Authorities - CIH authorities,AptAuth,N,Airport/Govt Authorities,CIH authorities,86,B
OP0235-2021-10-07-DAC-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,27,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0205-2021-10-07-BOM-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,3,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP2333-2021-10-07-AUH-JED,16B,Passenger searching for missing property/document ,10,Pax & Bag - Guest convenience,Above Wing,N,Pax & Bag,Guest convenience,16,B
OP0206-2021-10-09-AUH-BOM,49A,APU inoperative (notified in advance) engine start delays (use 41A for first ,41,Technical - APU inoperative (notified in advance) / engine start on stand,Technical,N,Technical,APU inoperative (notified in advance) / engine start on stand,49,A
OP0275-2021-10-12-HYD-AUH,16J,Disabled/Wheelchair guest handling; slow disembarkation/embarkation (for late ,4,Pax & Bag - Special needs handling,Above Wing,N,Pax & Bag,Special needs handling,16,J
OP0245-2021-10-17-DAC-AUH,33A,empty,38,Aircraft & Ramp - Late or lack of loading equipment ,Below Wing,Y,Aircraft & Ramp,Late or lack of loading equipment,33,A
OP2552-2021-10-19-RUH-AUH,87B,CUTE equipment slow/failure; PA/FIDS failure; BIWIS & BRS system failure; board,30,Airport/Govt Authorities - Airport IT system malfunctions,AptAuth,N,Airport/Govt Authorities,Airport IT system malfunctions,87,B
OP0078-2021-10-20-AMS-AUH,85B,Extraordinary check requested by airport/government authorities; Lack/Breakdown,20,Airport/Govt Authorities - Airport/Government security authorities,AptAuth,N,Airport/Govt Authorities,Airport/Government security authorities,85,B
OP0078-2021-10-21-AMS-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,7,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0022-2021-10-25-MAN-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,3,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0078-2021-10-27-AMS-AUH,86B,Extraordinary checks of guests/aircraft by CIH causing delay in dis/embarkation,15,Airport/Govt Authorities - CIH authorities,AptAuth,N,Airport/Govt Authorities,CIH authorities,86,B
OP0230-2021-10-28-AUH-DAC,93R,Applicable to all delays caused by late arrival of aircraft from another flight,16,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP2552-2021-10-28-RUH-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,21,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0200-2021-10-28-AUH-KHI,09A,Built into base schedule (use 09B for changes initiated by NOC resulting in less,25,Other - Insufficient scheduled ground time due base schedule,Others,N,Other,Insufficient scheduled ground time due base schedule,09,A
OP0610-2021-10-28-CMN-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,3,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0268-2021-10-29-AUH-MAA,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,7,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP2003-2021-10-30-FRA-AUH,86B,Extraordinary checks of guests/aircraft by CIH causing delay in dis/embarkation,6,Airport/Govt Authorities - CIH authorities,AptAuth,N,Airport/Govt Authorities,CIH authorities,86,B
OP0201-2021-10-31-KHI-AUH,85B,Extraordinary check requested by airport/government authorities; Lack/Breakdown,54,Airport/Govt Authorities - Airport/Government security authorities,AptAuth,N,Airport/Govt Authorities,Airport/Government security authorities,85,B
OP0020-2021-10-31-LHR-AUH,87A,Terminal building limitations/congestion; (use 85/86 for Security/CIH delay); ,20,Airport/Govt Auth - Airport terminal infrastructure/congestion limitations,AptAuth,N,Airport/Govt Authorities,Airport terminal infrastructure/congestion limitations,87,A
OP0538-2021-10-05-BEY-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,6,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP2552-2021-10-19-RUH-AUH,16J,Disabled/Wheelchair guest handling; slow disembarkation/embarkation (for late ,37,Pax & Bag - Special needs handling,Above Wing,N,Pax & Bag,Special needs handling,16,J
